1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 2D0000006EAA0441
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 5 second(s)
Mission Start Time:  Thu Mar 17 09:00:01 AEDT 2022
Mission Sample Count:  1689
Roll Over Enabled?  true(no rollover occurred)
First Sample Timestamp:  Thu Mar 17 09:00:01 AEDT 2022
Total Mission Samples:  1689
Total Device Samples:  92654
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
17/3/22, 9:24:41 am,C,34.972
17/3/22, 9:24:46 am,C,34.972
17/3/22, 9:24:51 am,C,34.972
17/3/22, 9:24:56 am,C,35.035
17/3/22, 9:25:01 am,C,35.035
17/3/22, 9:25:06 am,C,35.097
17/3/22, 9:25:11 am,C,35.097
17/3/22, 9:25:16 am,C,35.097
17/3/22, 9:25:21 am,C,35.159
17/3/22, 9:25:26 am,C,35.159
17/3/22, 9:25:31 am,C,35.222
17/3/22, 9:25:36 am,C,35.222
17/3/22, 9:25:41 am,C,35.222
17/3/22, 9:25:46 am,C,35.222
17/3/22, 9:25:51 am,C,35.284
17/3/22, 9:25:56 am,C,35.284
17/3/22, 9:26:01 am,C,35.346
17/3/22, 9:26:06 am,C,35.346
17/3/22, 9:26:11 am,C,35.346
17/3/22, 9:26:16 am,C,35.409
17/3/22, 9:26:21 am,C,35.409
17/3/22, 9:26:26 am,C,35.409
17/3/22, 9:26:31 am,C,35.471
17/3/22, 9:26:36 am,C,35.471
17/3/22, 9:26:41 am,C,35.471
17/3/22, 9:26:46 am,C,35.471
17/3/22, 9:26:51 am,C,35.471
17/3/22, 9:26:56 am,C,35.534
17/3/22, 9:27:01 am,C,35.534
17/3/22, 9:27:06 am,C,35.534
17/3/22, 9:27:11 am,C,35.534
17/3/22, 9:27:16 am,C,35.534
17/3/22, 9:27:21 am,C,35.596
17/3/22, 9:27:26 am,C,35.596
17/3/22, 9:27:31 am,C,35.596
17/3/22, 9:27:36 am,C,35.596
17/3/22, 9:27:41 am,C,35.596
17/3/22, 9:27:46 am,C,35.596
17/3/22, 9:27:51 am,C,35.658
17/3/22, 9:27:56 am,C,35.658
17/3/22, 9:28:01 am,C,35.658
17/3/22, 9:28:06 am,C,35.658
17/3/22, 9:28:11 am,C,35.658
17/3/22, 9:28:16 am,C,35.658
17/3/22, 9:28:21 am,C,35.658
17/3/22, 9:28:26 am,C,35.721
17/3/22, 9:28:31 am,C,35.721
